sample_rate,duration_sec,zcr_mean,rms_mean,pitch_mean,pitch_median,final_train_loss,final_val_loss,min_val_loss,final_wer,best_wer,best_wer_epoch,avg_per_utterance_wer,median_per_utterance_wer,avg_utterance_length_words,top_10_character_confusions,character_accuracy,worst_recognized_chars,best_recognized_chars,word_error_breakdown,word_accuracy
16000,2.0,0.06005859375,0.5681610107421875,439.99530029296875,439.9561767578125,0.89,1.1,1.1,0.14,0.14,9,0.14333333333333334,0.18333333333333335,5.4,"[' →r: 4 (8.9%)', 's→ : 4 (23.5%)', 'g→ : 4 (26.7%)', 'e→s: 3 (8.1%)', 'i→n: 3 (10.3%)', 'n→g: 3 (11.1%)', ' →a: 2 (4.4%)', 'e→ : 2 (5.4%)', 'e→t: 2 (5.4%)', 'i→g: 2 (6.9%)']",0.7122507122507122,"[('g', 0.4), ('u', 0.5714285714285714), ('m', 0.5714285714285714), ('a', 0.5862068965517241), ('c', 0.6363636363636364)]","[('h', 1.0), ('w', 1.0), ('f', 1.0), ('d', 0.8), ('o', 0.7894736842105263)]","{'insertions': 0, 'deletions': 2, 'substitutions': 9, 'correct': 43}",0.7962962962962963
